instrument_key,symbol,analysis_date,lookback_days,total_days_analyzed,data_type,lowest_bb_date,lowest_p10_bb_width,lowest_mean_bb_width,lowest_min_bb_width,lowest_max_bb_width,lowest_day_data_points
NSE_EQ|INE703H01016,HUBTOWN,2025-06-30T22:40:10.981395,ALL,20,intraday_5min,2025-06-26,0.0026124582368872084,0.01995539157852008,0.001756341138748942,0.05860344416875255,75
