
=== 1st Entry: Top Performing Stocks (min 5 trades) ===
          name direction    trend  total_trades  winning_trades  avg_pnl  win_rate  total_pnl
12     FIRSTCRY     SHORT  BEARISH            24            13.0    37.74     54.17     905.77
13    INOXGREEN     SHORT  BULLISH             8             6.0   111.66     75.00     893.30
14   TIMETECHNO     SHORT  BEARISH            11             8.0    81.05     72.73     891.55
15          KRN     SHORT  BEARISH            12            10.0    73.55     83.33     882.56
16      CARRARO     SHORT  BULLISH             7             5.0   122.61     71.43     858.30
17      TFCILTD     SHORT  BEARISH            14             9.0    56.94     64.29     797.16
18   UMAEXPORTS     SHORT  BEARISH            16            10.0    48.66     62.50     778.59
19   STYLEBAAZA     SHORT  BULLISH             7             5.0   104.14     71.43     728.98
20          KEC     SHORT  BEARISH             9             7.0    80.44     77.78     724.00
21       ZAGGLE     SHORT  BULLISH             5             3.0   144.45     60.00     722.23
22          RBA      LONG  BULLISH             6             4.0   117.25     66.67     703.52
23     PARADEEP     SHORT  BULLISH            12             7.0    54.27     58.33     651.24
24  BAJAJFINSRV      LONG  BULLISH             5             5.0   123.06    100.00     615.29
25    SARLAPOLY     SHORT  BULLISH             9             5.0    67.37     55.56     606.30
26   TRANSRAILL     SHORT  BEARISH             7             5.0    78.45     71.43     549.13
27       ZAGGLE      LONG  BULLISH             7             5.0    77.04     71.43     539.29
28         ICIL     SHORT  BULLISH             6             4.0    87.81     66.67     526.85
29      CARRARO     SHORT  BEARISH            27            14.0    19.28     51.85     520.52
30          ACC     SHORT  BEARISH             7             5.0    71.62     71.43     501.32
31        EMBDL     SHORT  BULLISH            11             6.0    43.52     54.55     478.72
32       POLICY      LONG  BULLISH             9             5.0    51.97     55.56     467.72
33   QUADFUTURE     SHORT  BEARISH             8             5.0    52.45     62.50     419.59
34   QUADFUTURE     SHORT  BULLISH             8             6.0    50.48     75.00     403.87
35     NORTHARC     SHORT  BULLISH            13             7.0    30.01     53.85     390.17
36     AEROFLEX     SHORT  BEARISH             8             5.0    48.62     62.50     388.92
37       JTLIND      LONG  BULLISH             7             5.0    54.50     71.43     381.47
38      APTECHT     SHORT  BULLISH             5             3.0    74.60     60.00     372.98
39         EMIL     SHORT  BULLISH             7             4.0    51.10     57.14     357.72
40       GARUDA     SHORT  BEARISH             7             5.0    48.29     71.43     338.06
41          BLS     SHORT  BEARISH             5             4.0    66.12     80.00     330.60
42       POLICY     SHORT  BULLISH             5             3.0    65.43     60.00     327.17
43        KITEX      LONG  BEARISH             7             4.0    45.20     57.14     316.41
44  BAJAJFINSRV     SHORT  BULLISH             7             5.0    41.62     71.43     291.35
45       AUBANK      LONG  BULLISH             5             3.0    44.58     60.00     222.91
46     SURYODAY      LONG  BULLISH             5             4.0    40.50     80.00     202.52
47          ACC      LONG  BULLISH             5             3.0    35.57     60.00     177.85
48        EMBDL      LONG  BULLISH             5             3.0    33.70     60.00     168.52
49        KITEX      LONG  BULLISH             5             3.0    26.40     60.00     132.00
50   ASIANPAINT      LONG  BULLISH            13             8.0     9.61     61.54     124.88
51     GPTINFRA     SHORT  BULLISH             7             5.0    16.07     71.43     112.49

