
=== 1st Entry: Top Performing Stocks (min 5 trades) ===
          name direction    trend  total_trades  winning_trades  avg_pnl  win_rate  total_pnl
  INOXGREEN 2_30_entry      LONG BULLISH             8             3.0    -9.69     37.50     -77.55
    NACLIND 2_30_entry     SHORT BULLISH            10             3.0   -10.49     30.00    -104.93
 TIMETECHNO 2_30_entry      LONG BEARISH             7             2.0   -11.56     28.57     -80.91
        ACC 2_30_entry      LONG BEARISH             5             1.0   -13.59     20.00     -67.95
BALAKRISHNA 2_30_entry     SHORT BEARISH             5             1.0   -14.44     20.00     -72.19
       FACT 2_30_entry     SHORT BULLISH             5             1.0   -16.85     20.00     -84.26
    RKFORGE 2_30_entry      LONG BEARISH            13             4.0   -16.98     30.77    -220.79
 UMAEXPORTS 2_30_entry      LONG BULLISH             6             1.0   -17.73     16.67    -106.39
 KALAMANDIR 2_30_entry      LONG BEARISH            27             4.0   -21.70     14.81    -585.94
  OSWALAGRO 2_30_entry     SHORT BEARISH             9             1.0   -22.33     11.11    -200.98
        TBZ 2_30_entry      LONG BEARISH            10             2.0   -23.38     20.00    -233.79
        TBZ 2_30_entry      LONG BULLISH            11             3.0   -24.23     27.27    -266.52
 SWANENERGY 2_30_entry      LONG BULLISH             5             1.0   -30.47     20.00    -152.33
        KRN 2_30_entry      LONG BEARISH             9             2.0   -33.04     22.22    -297.37
  SPORTKING 2_30_entry      LONG BULLISH             9             2.0   -34.77     22.22    -312.94
   ANANTRAJ 2_30_entry      LONG BULLISH             5             0.0   -36.44      0.00    -182.21
        BLS 2_30_entry      LONG BEARISH             6             1.0   -38.36     16.67    -230.18
     AUBANK 2_30_entry     SHORT BULLISH             6             0.0   -41.08      0.00    -246.45
   ANANTRAJ 2_30_entry     SHORT BULLISH             6             1.0   -41.72     16.67    -250.33
       EMIL 2_30_entry      LONG BULLISH             7             0.0   -49.99      0.00    -349.95
    NACLIND 2_30_entry      LONG BEARISH             5             0.0   -51.73      0.00    -258.64

--- EntryTimeString: bb_width_entry ---
      name     trade_type direction   trend  total_trades  winning_trades  avg_pnl  win_rate  total_pnl
     MUFIN bb_width_entry      LONG BULLISH            14             1.0   686.02      7.14    9604.29
      KIMS bb_width_entry      LONG BULLISH            11             6.0   488.66     54.55    5375.30
  EVEREADY bb_width_entry      LONG BULLISH             6             3.0   368.54     50.00    2211.23
   KUANTUM bb_width_entry      LONG BULLISH            10             3.0   273.64     30.00    2736.37
  AEROFLEX bb_width_entry      LONG BULLISH             6             2.0   267.50     33.33    1604.98
  RELIGARE bb_width_entry      LONG BULLISH             5             2.0   159.42     40.00     797.11
     SOBHA bb_width_entry      LONG BULLISH            14             3.0   123.08     21.43    1723.11
 JKLAKSHMI bb_width_entry      LONG BULLISH            12             3.0    59.68     25.00     716.17
    RALLIS bb_width_entry      LONG BULLISH             9             3.0    32.55     33.33     292.99
RADHIKAJWE bb_width_entry      LONG BULLISH             8             3.0    23.66     37.50     189.31
   ABSLAMC bb_width_entry      LONG BULLISH             9             5.0   -12.81     55.56    -115.30
    ARKADE bb_width_entry      LONG BULLISH             6             2.0   -38.67     33.33    -232.02
       PNB bb_width_entry      LONG BULLISH            14             3.0   -57.30     21.43    -802.24
TIMETECHNO bb_width_entry      LONG BULLISH            14             4.0  -108.51     28.57   -1519.13
